GeneSet_des	Ori_p	Adj_p	gsSize	gsSize_net	intSize	intSize_net	OverlapSize	InterestingGeneListID	Essential overlapped genes (sorted by weight)	Essential neighbor genes (sorted by weight)
BIOCARTA_TNFR1_PATHWAY	0.29	0.86	29	24	158	148	0	GSE14548	LMNB1	MTDH,RPL14,TRIP13,CDCA3,SMC4,RPL11,CCNB1,WHSC1,INTS7,DUT,GTF2I,ATAD2,NUSAP1,STX6,RPS3A,UBE2C,CCDC50,BTAF1,KIF20A,GLB1,PBK,EXO1,DNAJC3,ZWILCH,CDCA8,TTK,PSMA7,MELK,SHCBP1,E2F1,CEP55,CDKN3,ANLN,CENPA,SGOL2,CASP1,TMEM206,CKAP2,LIFR,KIF2C,ALKBH2,MRPL14,ABCB1,EFHA2,ODZ2,GPRASP1,TRPC1,MME,NAV2,PEAR1,CHI3L1,CDC42EP5
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.29	0.86	24	21	158	148	1	GSE14548		DNAJC3,LMNB1,MTDH,MELK,GLB1,BTAF1,CRYAB,RPS3A,STX6,GTF2I,RPL11,STAT4,LSM14B,EFHA2,E2F1,AMIGO2,DHRS13,FXYD1,TCF7L1,PALMD,CHRDL1,LIFR,GAS1,SCARA5,GPIHBP1,TGFBR3
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM	0.29	0.86	10	9	158	148	0	GSE14548	ABCB1	GTF2I,ACOT12,KL,MRPL14,FXYD1,FAM176A
REACTOME_SYNTHESIS_OF_PC	0.29	0.86	18	16	158	148	0	GSE14548		PRR15,GLB1,SCARA5,FAM13A,PEAR1
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.29	0.86	25	22	158	148	0	GSE14548	GNG7	ICMT,RPL14,GLB1,LMNB1,STX6,VAPB,RPL11,MTDH,RPS3A,PSMA7,EDNRB,DBNL,EFHA2,GPRASP1,CLDN11,PPL,ABCB1,LHFPL2,MOCS1,LHFP,SPINT2,GPRASP2
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.29	0.86	94	81	158	148	1	GSE14548		DMD,GIPC2,HS3ST4,KL,CHRM5,SEMA5A,PLEKHH2,KIAA1751,GPRASP1,PEAR1,TRPC1,CX3CL1,DENND2A,CD300LG,CXCL14,EDNRB,CBFA2T3,CASP1
REACTOME_REGULATION_OF_IFNA_SIGNALING	0.29	0.86	24	19	158	148	1	GSE14548		MTDH,MELK,BTAF1,KIAA1751,GLTSCR2,DNAJC3,GLT8D2,NAB1,NKX6-1,IL25,PEAR1,GLB1,STX6,STAT4,E2F1,AMIGO2
BIOCARTA_PPARA_PATHWAY	0.3	0.86	58	50	158	148	2	GSE14548	DUT,LPL	RPL11,RPL14,GTF2I,RPS3A,MTDH,STX6,ABCB1,BTAF1,FOXN3,MELK,ANLN,DNAJC3,SMC4,CRYAB,PSMA7,GLB1,MRPL14,ITM2A,WHSC1,CEP55,SGOL2,ODZ2,GPRASP1,EFHA2,ZWILCH,EBF1,FAM13A,LSM14B,E2F1,DHRS13,GPRASP2,GLTSCR2,DMD,NUSAP1,PNMAL1,LIFR,AMIGO2,FIGF,MME,NR2F2,CDH12,IL25,UBE2C,LHFP,DBNL,EGF,RGMA,ACOT12,CX3CL1,C19orf21
BIOCARTA_PLCE_PATHWAY	0.3	0.86	12	11	158	148	0	GSE14548		GTF2I,STX6,RPL11,ANLN,MTDH,ITM2A,GPRASP1,ODZ2,GPRASP2,CEP55,GLB1,PNMAL1,EFHA2,ABCB1,PDGFD,CX3CL1,GNG7,KIAA1751
KEGG_APOPTOSIS	0.3	0.87	88	75	158	148	0	GSE14548		RPL14,MTDH,RPL11,RPS3A,DNAJC3,GLB1,STX6,GTF2I,CCDC50,LMNB1,CASP1,PEAR1,ITM2A,GPRASP1,EFHA2,AMIGO2,GNG7,NAB1,FOXN3,RCSD1,ABCB1,LIFR,DBNL,PPL,GPRASP2,CEP55,LSM14B,ICMT,SPINT2,CX3CL1,STAT4,ODZ2,TGFBR3,PNMAL1,E2F1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.3	0.87	42	39	158	148	0	GSE14548	NR3C2	DMD,DNAJC3,STX6,RPL14,GTF2I,MELK,FOXN3,MOCS1,CRYAB,LSM14B,EGF,CX3CL1,CXCL14,CASP1,KCNJ16,FAM13A,KL,FIGF,KCNMB1,KRT15,DMKN,LAMA3
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.3	0.86	53	44	158	148	1	GSE14548	CASP1	RPL14,MTDH,GTF2I,DMD,STX6,LMNB1,PSMA7,RPL11,DNAJC3,INTS7,RPS3A,GLB1,NAB1,CLDN11,MRPL14,VAPB,CHRM5,GPRASP2,CX3CL1,MELK,LSM14B,PNMAL1,ICMT,FAM13A,KIAA1751,EFHA2,GPRASP1,CEP55,STAT4,CRYAB,KRT15,LIFR,E2F1,SPINT2,PLEKHH2
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	0.3	0.87	38	33	158	148	1	GSE14548		RPL14,DMD,PSMA7,RPS3A,DNAJC3,ABCB1,LMNB1,ANLN,GLB1,EFHA2,FXYD1,TCEAL2,FAM13A,GPRASP2,ICMT,GPRASP1,TRPC1,LHFPL2,ODZ2,CBFA2T3
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.3	0.86	52	47	158	148	2	GSE14548	GLB1,GPC3,HS3ST4	LAMA3,CRYAB,LIFR,GAS1,TCF7L1,DENND2A,STX6,DMD,EDNRB,RELN,FXYD1,PEAR1,CHI3L1,SEMA5A,ICMT,LGR6,MAMDC2,PDGFD,FAM176A,GLT8D2,PAMR1,FAM13A,CXCL14,CHRDL1,LHFPL2,SPRY1,ITM2A,DHRS13,PPAP2B,MOCS1,RGMA,CBFA2T3,TCEAL2,PPL,CAPN6
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	0.3	0.86	88	76	158	148	2	GSE14548	GNG7	ICMT,EDNRB,VAPB,GPC3,DMD,PDGFD,CLDN11,MAB21L1,CHI3L1,LAMA3,MOCS1,LHFPL2,GPRASP1,LHFP,LPL,C19orf21,EBF1,DENND2A,FAM13A,RGMA,ACOT12,KIAA1751,NKX6-1,CHRDL1,SCARA5,IL25,HS3ST4
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1	0.3	0.86	25	24	158	148	0	GSE14548	GNG7	ICMT,LMNB1,GLB1,RPL11,MTDH,RPL14,STX6,VAPB,RPS3A,GTF2I,PSMA7,EDNRB,DNAJC3,ABCB1,CLDN11,LHFPL2,MELK,GPRASP1,MOCS1,LHFP,GTF2IRD1,FIGF
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.3	0.86	89	78	158	148	1	GSE14548		KL,KIAA1751,PRR15,CD300LG,DMD,GLB1,PPL,GIPC2,C19orf21,DNAJC3,MOCS1,KLHL13,SEMA5A,LHFPL2,FAM13A,PDGFD,MME,PLEKHH2,FXYD1,CDH12,CHRDL1,CLDN11,PALMD,RGMA,GPIHBP1,PEAR1,EDNRB
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII	0.3	0.86	15	11	158	148	0	GSE14548		DMD,SMC4,RPL11,RPS3A,KIF2C,RPL14,CRYAB,DUT,CHRM5,CX3CL1,CAPN6,TWISTNB,CKAP2,CCNB1,BTAF1,GTF2I,ATAD2,CLDN11,STX6,NUSAP1,HS3ST4,PSMD14,FIGF,GLB1,MOCS1,WHSC1,EBF1,MELK,GPRASP2,PNMAL1,MTDH,ITM2A,CCNB1IP1,CCDC50,FOXN3,NAB1,CBX7
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR	0.3	0.86	23	22	158	148	0	GSE14548	GNG7	ICMT,MTDH,STX6,LMNB1,RPL14,GLB1,RPS3A,VAPB,RPL11,PSMA7,EDNRB,CLDN11,ABCB1,LHFPL2,GPRASP1,MOCS1,LHFP,GTF2IRD1
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	0.3	0.87	12	9	158	148	0	GSE14548		MTDH,RPL11,RPS3A,BTAF1,RPL14,SMC4,CCDC50,TWISTNB,CASP1,DNAJC3,GNG7,RCSD1,NAB1,AMIGO2
REACTOME_IMMUNE_SYSTEM	0.3	0.86	933	749	158	148	9	GSE14548	PSMA7,PSMD14,KIF2C,KIF20A,UBE2C,CASP1,EGR1,KLHL13,CARD9	GTF2I,RPL14,MTDH,RPS3A,RPL11,SMC4,BTAF1,CCNB1,STX6,DUT,LMNB1,GLB1,MELK,ATAD2,INTS7,ZWILCH,TRIP13,DNAJC3,PBK,WHSC1,GLTSCR2,CKAP2,NUSAP1,TTK,MRPL14,SHCBP1,SGOL2,CDCA8,CEP55,NAB1,CDCA3,ANLN,CENPA,TWISTNB,EXO1,CDKN3,AMIGO2,STAT4,VAPB,LSM14B,ITM2A,EFHA2,DMD,FOXN3,DBNL,PPME1,CRYAB,CAPN6,PEAR1,LHFPL2,CCNB1IP1,RCSD1,TGFBR3,HJURP,PPL,CCDC50,EBF1,FAM176A,GPRASP1,CBX7,RMI2,GPC3,PDGFD,SPINT2,GNG7,TBCEL,C5orf4,PRR15,SCARA5,EDNRB,HS3ST4,GTF2IRD1,CABP7,LHFP,USP31,LIFR,FXYD1,ACOT12,EGF,PALMD,NKX6-1,S100P,GPIHBP1,PPAP2B
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.3	0.86	11	9	158	148	0	GSE14548		MTDH,RPL11,RPL14,RPS3A,GLTSCR2,TWISTNB,BTAF1,SMC4,INTS7,PSMA7,GTF2I,LMNB1,ATAD2,MRPL14,PSMD14,GLB1,CCNB1,KIF2C,DUT,EXO1,TRIP13,CKAP2
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.3	0.86	54	44	158	148	2	GSE14548	LMNB1,DBNL	RPS3A,RPL14,MTDH,STX6,GTF2I,DNAJC3,RPL11,BTAF1,CCNB1,GLB1,DMD,KIF2C,SMC4,MELK,PSMA7,KIF20A,PBK,TTK,NUSAP1,CKAP2,SHCBP1,SGOL2,PSMD14,NAB1,CDKN3,WHSC1,ZWILCH,CENPA,CDCA3,TRIP13,UBE2C,PPL,LAMA3,CDCA8,EXO1,CEP55,SPRY1,FOXN3,SPINT2,EFHA2,MME,CLDN11,NAV2,ANLN,CASP1,KRT15,RERGL,ODZ2,TCEAL2,GPRASP1,CD300LG,CDC42EP5,GPRASP2,ICMT,RMI2,CHRM5
BIOCARTA_FREE_PATHWAY	0.31	0.87	10	8	158	148	0	GSE14548		RPL14,PSMA7,GLB1,DUT,DHRS13,CHI3L1
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.31	0.87	10	9	158	148	0	GSE14548		RPL14,RPL11,GTF2I,MTDH,GLB1,DUT,PSMA7,LMNB1,MRPL14,DNAJC3,ABCB1,CHI3L1,FAM13A,LIFR
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1	0.31	0.87	11	9	158	148	0	GSE14548		DMD,DENND2A,TCF7L1,GLT8D2,CRYAB,KIAA1751,IL11RA,SPRY1,SEMA5A,PDGFD,GTF2IRD1,FXYD1,RGMA,IL25
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.31	0.87	121	96	158	148	1	GSE14548	GNG7	ICMT,VAPB,EDNRB,CLDN11,GLB1,FAM13A,PDGFD,LHFPL2,PEAR1,GPRASP1,KIAA1751,MOCS1,LHFP,CX3CL1,RELN,PNMAL1,GLT8D2,RGMA,GPC3,ACOT12,NKX6-1,SEMA5A,ILDR1,EGR1,CHRDL1,SCARA5,PALMD,IL25
REACTOME_ZINC_TRANSPORTERS	0.31	0.87	15	15	158	148	0	GSE14548		GTF2I,DNAJC3,MTDH,GLB1,DMD,NAB1,PLEKHH2,CD300LG,KIAA1751
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS	0.31	0.87	27	21	158	148	0	GSE14548		PRR15,SEMA5A,KIAA1751,KL,GLB1,CLDN11,CD300LG,FAM13A,EDNRB,DENND2A,PEAR1
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	0.31	0.87	34	30	158	148	0	GSE14548		RPS3A,RPL14,RPL11,GTF2I,STX6,MELK,PSMA7,MTDH,PSMD14,GLB1,DUT,DMD,DNAJC3,MRPL14,TWISTNB,CRYAB,LMNB1,CBX7,TCF7L1,KIF2C,FAM13A,NAB1,VAPB,PDGFD,SPRY1,EGF,DENND2A,LIFR,CCNB1,GLTSCR2,PEAR1,LSM14B,CENPA,ABCB1,SEMA5A,IL11RA,ANLN,CX3CL1,GLT8D2,GTF2IRD1,PALMD,LAMA3,EFHA2,HS3ST4,PLEKHH2,RGMA,CXCL14,PAMR1,HOXA5,GPC3,FXYD1,MOCS1,FIGF,FAM176A,GPIHBP1,CHRDL1,GAS1,TGFBR3,KIAA1751
REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION	0.31	0.87	22	16	158	148	0	GSE14548	KL	DMD,DENND2A,TCF7L1,GLT8D2,CRYAB,KIAA1751,SEMA5A,IL11RA,SPRY1,RGMA,PDGFD,GTF2IRD1,FXYD1,IL25,COL10A1
BIOCARTA_FMLP_PATHWAY	0.32	0.87	39	31	158	148	0	GSE14548		RPS3A,RPL11,RPL14,GTF2I,STX6,SMC4,MTDH,PSMA7,LMNB1,GLB1,DMD,KIF2C,VAPB,DNAJC3,MELK,INTS7,NAB1,CAPN6,DUT,ICMT,BTAF1,CCNB1,LSM14B,GLTSCR2,CRYAB,EFHA2,FAM13A,USP31,GNG7,CX3CL1,ZNF524,HS3ST4,STAT4,FIGF,CSRNP3,TMEM206,NR2F2,AMIGO2,PER1,EBF1,PLEKHH2,TCF7L1,PEAR1
BIOCARTA_P38MAPK_PATHWAY	0.32	0.87	40	33	158	148	0	GSE14548		RPL14,MTDH,GTF2I,RPS3A,RPL11,STX6,PSMA7,LMNB1,SMC4,DNAJC3,BTAF1,MELK,FIGF,SGOL2,GLB1,CRYAB,ABCB1,GLTSCR2,NAB1,MRPL14,VAPB,ANLN,CEP55,TGFBR3,EGF,DUT,FOXN3,MME,CCDC50,DMD,CDCA3,STAT4,FAM13A,PDGFD,DBNL,E2F1,EBF1,LAMA3,MAMDC2,CHI3L1,CBX7,ODZ2,LSM14B,CX3CL1,PALMD,FXYD1,DENND2A,TCF7L1,EDNRB,GLT8D2,SEMA5A,LIFR,PLEKHH2,RGMA
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.32	0.87	34	28	158	148	0	GSE14548		RPL14,RPS3A,RPL11,PSMA7,PSMD14,CCNB1,DUT,BTAF1,INTS7,SMC4,GTF2I,TRIP13,KIF2C,GLTSCR2,TWISTNB,DNAJC3,ITM2A,LMNB1,PBK,CENPA,SHCBP1,ACOT12,KIF20A,UBE2C,TTK,ALKBH2,CDCA3,CDCA8,CDKN3,MELK,SGOL2,CEP55,NUSAP1,CBX7,PPAP2A
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.32	0.87	52	40	158	148	0	GSE14548		ABCB1,ACOT12,CHI3L1,MOCS1,EBF1,DNAJC3,ZNF524,LIFR,CRYAB,GLB1,PALMD,DHRS13,FAM176A,GIPC2,TBCEL
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.32	0.87	17	13	158	148	0	GSE14548		RPL11,RPL14,RPS3A,CCNB1,WHSC1,ATAD2,DUT,INTS7,PSMD14,PSMA7,SMC4,TRIP13,EXO1,GLB1,BTAF1,KIF20A,PBK,MTDH,GTF2I,KIF2C,GLTSCR2,ZWILCH,TMEM206,CKAP2,TWISTNB,SHCBP1,UBE2C,ALKBH2,DHRS13,NUSAP1,TTK,RMI2,CENPA,CDCA8,DNAJC3,MME,LSM14B,FXYD1,MOCS1,C19orf21,ACOT12
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.32	0.87	89	67	158	148	0	GSE14548		RPL14,MTDH,RPL11,GLTSCR2,GLB1,DNAJC3,RPS3A,PSMA7,GTF2I,SMC4,DUT,FAM176A,STX6,AMIGO2,PSMD14,CASP1,EBF1,LMNB1,VAPB,STAT4,IL11RA,TWISTNB,DMD,KIAA1751,CRYAB,ATAD2,LHFPL2,GPC3,ABCB1,CHI3L1,TGFBR3,GLT8D2,NKX6-1,LSM14B,IL25,PEAR1,MME,NAB1,CBX7,SCARA5,FOXN3
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.32	0.87	42	34	158	148	0	GSE14548		GLTSCR2,FAM176A,AMIGO2,EBF1,STAT4,CASP1,IL11RA,ITM2A
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	0.32	0.87	11	10	158	148	0	GSE14548		ACOT12,DMD,EGF,GLB1,KIAA1751,FIGF,PDGFD,EDNRB,DNAJC3,PEAR1
REACTOME_PI_METABOLISM	0.32	0.87	48	37	158	148	1	GSE14548		GTF2I,BTAF1,RPL14,MTDH,STX6,RPS3A,RPL11,DNAJC3,FOXN3,PSMD14,DMD,EBF1,GLB1,INTS7,CX3CL1,EFHA2,CASP1,DBNL,EGR1,NAB1,GPC3,USP31,PDGFD,ICMT,GPRASP2
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.32	0.87	28	25	158	148	0	GSE14548	GNG7	ICMT,LMNB1,GLB1,RPL14,VAPB,STX6,RPL11,MTDH,RPS3A,PSMA7,EDNRB,EFHA2,DBNL,GPRASP1,CLDN11,PPL,ABCB1,MOCS1,LHFPL2,GPRASP2,LHFP,SPINT2,USP31,CSRNP3,LAMA3
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION	0.32	0.87	14	12	158	148	0	GSE14548		DMD,DENND2A,TCF7L1,GLT8D2,CRYAB,KIAA1751,IL11RA,SEMA5A,SPRY1,PDGFD,RGMA,GTF2IRD1,FXYD1,IL25,COL10A1,ABCB1
BIOCARTA_NUCLEARRS_PATHWAY	0.33	0.87	15	12	158	148	0	GSE14548	ABCB1	ACOT12,MRPL14,C5orf4,C19orf21,KIAA1751
BIOCARTA_CARDIACEGF_PATHWAY	0.33	0.87	18	15	158	148	1	GSE14548	EGF,EDNRB	ABCB1,FAM13A,LIFR,SGOL2,SPRY1,MRPL14,TCF7L1,PDGFD,RPS3A,SEMA5A,ODZ2,FIGF,PALMD,MELK,GLTSCR2,PLEKHH2,CHRDL1,CEP55,LAMA3,GTF2IRD1,ANLN,IL11RA,GLB1,HOXA5,GLT8D2,FAM176A,DBNL,GAS1,CXCL14,GPC3,EGR1,STAT4
BIOCARTA_SHH_PATHWAY	0.33	0.87	16	15	158	148	0	GSE14548		ANLN,CEP55,STX6,GTF2I,ITM2A,RPL11,GPRASP1,MTDH,MRPL14,SGOL2,NAB1,EFHA2,ABCB1,MELK,ODZ2,GPRASP2,EBF1,GAS1,PNMAL1,GLT8D2,STC2,TCF7L1,DMD
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.33	0.87	54	43	158	148	1	GSE14548		PSMA7,RPL14,RPL11,GTF2I,CRYAB,RPS3A,DMD,ACOT12,C19orf21,GLB1,CHI3L1,DNAJC3,DENND2A,LIFR,ZNF524,GLT8D2,ALKBH2,IL25,PLEKHH2,TCF7L1,KIAA1751,LHFPL2,CHRM5
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.33	0.87	190	163	158	148	0	GSE14548	GNG7,CX3CL1,CXCL14,CCL21	RPS3A,STX6,MTDH,RPL11,LMNB1,RPL14,GLB1,VAPB,MELK,DNAJC3,DMD,NAB1,CBFA2T3,ICMT,STAT4,EFHA2,AMIGO2,DBNL,CRYAB,PEAR1,LHFPL2,FAM13A,LSM14B,PPL,GPRASP1,RCSD1,GPRASP2,FOXN3,CASP1,CBX7,ITM2A,E2F1,SPINT2,RERGL,EDNRB,GTF2IRD1,PLEKHH2,CLDN11,USP31,TGFBR3,ZNF524,DENND2A,FIGF,CSRNP3,RELN,PNMAL1,EGF,GLT8D2
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.33	0.87	48	42	158	148	0	GSE14548		FAM176A,GLTSCR2,EBF1,RCSD1,ITM2A,STAT4,AMIGO2,TGFBR3,EGF,FIGF,GLT8D2,SCARA5,DENND2A,CHRDL1,TCF7L1
KEGG_BASAL_CELL_CARCINOMA	0.33	0.87	55	51	158	148	2	GSE14548	TCF7L1	GPC3,CHI3L1,DMD,LAMA3,STX6,MAB21L1,MTDH,GAS1,EBF1,LPL,CABP7,NAB1,STC2,FIGF,GLT8D2,C19orf21,DENND2A,MAMDC2,SPRY1,COL10A1,FOXN3,FAM13A,CEP55,EFHA2,NAV2,ABCB1,HS3ST4,GPRASP1,GPRASP2,AMIGO2,E2F1
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.33	0.87	53	47	158	148	0	GSE14548		FAM176A,GLTSCR2,AMIGO2,EBF1,CASP1,KIAA1751,IL11RA,GLT8D2,NKX6-1,ITM2A,IL25,PEAR1,STAT4
KEGG_ALLOGRAFT_REJECTION	0.33	0.87	38	35	158	148	0	GSE14548		GLTSCR2,FAM176A,AMIGO2,EBF1,CASP1,IL11RA,ITM2A,STAT4
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.33	0.87	81	67	158	148	1	GSE14548		MTDH,PSMA7,GTF2I,RPL14,GLB1,RPS3A,STX6,RPL11,DMD,ANLN,SMC4,DNAJC3,TWISTNB,PSMD14,NAB1,EFHA2,VAPB,LMNB1,BTAF1,GLTSCR2,INTS7,KIF2C,SGOL2,PBK,TTK,ATAD2,CCNB1,DUT,SHCBP1,ZWILCH,TRIP13,ODZ2,FAM13A,STAT4,AMIGO2,CBFA2T3,LHFPL2,DBNL,EXO1,NUSAP1,KIF20A,ABCB1,WHSC1,MELK,CX3CL1,SEMA5A,CRYAB,NAV2,GNG7,CENPA,CEP55,RCSD1,PEAR1,CKAP2,LSM14B,NR2F2,CDKN3,CSRNP3,PNMAL1,TRPC1,MOSPD3,LHFP,CABP7,GPRASP1,CLDN11,PLEKHH2,TBCEL,GTF2IRD1,D4S234E,CBX7,FAM176A,GPRASP2,TCEAL2,C19orf21,GIPC2,FXYD1
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING	0.33	0.87	21	17	158	148	0	GSE14548		BTAF1,GTF2I,MTDH,STX6,PSMD14,RPS3A,GLB1,RPL14,PSMA7,DNAJC3,DMD,INTS7,ATAD2,SMC4,LMNB1,GPRASP2,TRPC1,CLDN11,GPRASP1,CORO2B,CX3CL1,CHRM5,NAB1,CASP1,CRYAB
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.33	0.87	32	24	158	148	0	GSE14548		RPS3A,RPL14,DMD,RPL11,GLB1,DNAJC3,LMNB1,ANLN,KIF2C,MTDH,DBNL,LHFP,GTF2I,STX6,VAPB,CRYAB,NAB1,S100P,PEAR1,SEMA5A,MME,FAM13A,MELK,CHI3L1,CXCL14,TBCEL,PLEKHH2,GTF2IRD1,TCF7L1,RERGL,CDC42EP5,PALMD,CHRDL1,LAMA3,AMIGO2,PPL,RCSD1
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	0.33	0.87	27	20	158	148	0	GSE14548		RPS3A,RPL11,RPL14,DMD,GLB1,DNAJC3,LMNB1,ANLN,KIF2C,GTF2I,MTDH,DBNL,LHFP,STX6,VAPB,PSMA7,NAB1,CRYAB,DUT,S100P,PEAR1,FAM13A,MME,MELK,SEMA5A,CXCL14,TBCEL,GTF2IRD1,PLEKHH2,CHI3L1,TCF7L1,RERGL,CDC42EP5,PALMD,LAMA3
REACTOME_NEPHRIN_INTERACTIONS	0.33	0.87	20	17	158	148	0	GSE14548		RPS3A,MTDH,DMD,RPL14,DUT,ANLN,DNAJC3,RPL11,GTF2I,MELK,GLB1,FIGF,SMC4,TWISTNB,FOXN3,NAB1,CRYAB,GPRASP1,EFHA2,SEMA5A,ITM2A,SPRY1,EGF,CEP55,EBF1,LHFPL2,STX6,CX3CL1,KIAA1751
REACTOME_ADAPTIVE_IMMUNE_SYSTEM	0.33	0.87	539	442	158	148	1	GSE14548	PSMA7,PSMD14,KIF2C,UBE2C,KIF20A,KLHL13	GTF2I,RPL14,RPS3A,MTDH,RPL11,SMC4,STX6,CCNB1,DUT,BTAF1,GLB1,MRPL14,INTS7,ZWILCH,LMNB1,DNAJC3,ATAD2,TRIP13,PBK,MELK,CKAP2,TTK,NUSAP1,GLTSCR2,ANLN,WHSC1,SHCBP1,CDCA3,CDKN3,CEP55,NAB1,SGOL2,CDCA8,DMD,CENPA,EXO1,AMIGO2,VAPB,STAT4,EFHA2,PPME1,CAPN6,ALKBH2,ITM2A,FOXN3,LSM14B,LHFPL2,CCNB1IP1,DBNL,PPL,CHI3L1,PEAR1,EBF1,FAM176A,GPC3,RMI2,RCSD1,CBX7,CASP1,CBFA2T3,GPRASP1,TBCEL,TGFBR3,C5orf4,GNG7,HJURP,PRR15,SPINT2,GTF2IRD1,SCARA5,CABP7,USP31,HS3ST4,LHFP,CSRNP3,ZNF524,CD300LG,PPAP2B
BIOCARTA_DNAFRAGMENT_PATHWAY	0.34	0.87	10	8	158	148	0	GSE14548		RPL11,RPS3A,RPL14,CCNB1,WHSC1,SMC4,BTAF1,GLTSCR2,INTS7,ZWILCH,CKAP2,KIF2C,LMNB1,GTF2I,SGOL2,DUT,CDKN3,CDCA3,UBE2C,CENPA,MELK,KIF20A,TTK,PBK,NUSAP1,TRIP13,SHCBP1,ATAD2,ANLN,PSMD14,HJURP,PSMA7,RMI2,TWISTNB
BIOCARTA_IL4_PATHWAY	0.34	0.87	11	10	158	148	0	GSE14548		MTDH,BTAF1,RPS3A,GLTSCR2,GTF2I,RPL14,STX6,DUT,PSMA7,MELK,DBNL,GLB1,NAB1,RPL11,PPL,DNAJC3,SMC4,TWISTNB,TTK,SPINT2,AMIGO2,RCSD1
KEGG_TYPE_I_DIABETES_MELLITUS	0.34	0.87	44	39	158	148	0	GSE14548		GLTSCR2,FAM176A,AMIGO2,EBF1,CASP1,IL11RA,ITM2A,STAT4,GPRASP2,CLDN11,EXO1,CX3CL1,CRYAB,ALKBH2,MME,CHRM5,TRPC1
REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION	0.34	0.87	27	22	158	148	0	GSE14548		ACOT12,GLB1,RPL11,DMD,EGF,RPL14,RPS3A,DNAJC3,KIAA1751,EFHA2,FIGF,ICMT,PDGFD,EDNRB,DHRS13,PEAR1,NAV2,ALKBH2,LHFPL2,NAB1,PLEKHH2
REACTOME_SIGNALING_BY_CONSTITUTIVELY_ACTIVE_EGFR	0.34	0.87	18	16	158	148	1	GSE14548	EGF	RPS3A,RPL14,DUT,BTAF1,GTF2I,MTDH,PSMA7,RPL11,STX6,SMC4,INTS7,PSMD14,DNAJC3,PBK,LMNB1,WHSC1,GLTSCR2,FAM13A,LIFR,CCNB1,FOXN3,TTK,DBNL,SPRY1,NAB1,GLB1,ABCB1,TWISTNB,TCF7L1,MRPL14,PDGFD,CRYAB,KIF2C,TMEM206,SEMA5A,ATAD2,EFHA2,DMD,PALMD,NUSAP1,MELK,KIF20A,PLEKHH2,LAMA3,GTF2IRD1,FIGF,IL11RA,ZWILCH,CKAP2,ANLN,HOXA5,GLT8D2,FAM176A,CHRDL1,GAS1,CXCL14,GPC3,STAT4,ICMT
